-0.19824232718887824, -0.5351888137677807
-0.1864384897074971, -0.44477546106337984
-0.17258799136800473, -0.36793554722872757
-0.1536984852555276, -0.28380434526912435
-0.13481247606163016, -0.22049729345168134
-0.11592882257635681, -0.171218486490484
-0.09704679191257998, -0.1316035815413672
-0.07816627937213869, -0.10102910105516405
-0.05928648087315588, -0.07470673745427603
-0.04040680242806441, -0.04909929477643282
-0.021527509970193426, -0.025790405996516386
-0.002648438076448434, -0.00379497658684369
0.01723848944267714, 0.019980701964321446
0.03813395862603869, 0.049621991039066504
0.05398927128154413, 0.0651311567335291
0.07286928805126458, 0.09275332257739355
0.09174984247097034, 0.12357719408326306
0.11063143340247067, 0.16057349332588078
0.1295141446042944, 0.20424100234457998
0.14839924292419054, 0.26212379948427467
0.16728744030965437, 0.33846153207929697
0.1861794801176293, 0.43768089072872873
0.19803466579836276, 0.5173260079857886
