-0.1962467125117256, -0.17465593882359365
-0.1886992600429519, -0.1585710712458538
-0.18115276694931898, -0.1460032729338967
-0.17364448673131094, -0.1341444619303943
-0.16606038658601022, -0.1230886269371132
-0.1585145135648253, -0.11279401421969282
-0.1510728175917493, -0.10211463660299902
-0.14342331688405652, -0.09421874841434852
-0.13591752244065586, -0.08697667696884781
-0.12833329201760285, -0.07993935388824447
-0.12078839369829478, -0.07321799825127662
-0.11324368637422372, -0.06719683115332192
-0.10569912980483898, -0.0617283307354099
-0.09815458257808624, -0.0562940804064237
-0.0906102986019717, -0.05182490691699554
-0.08306596732214866, -0.047182318032243487
-0.0755215570302489, -0.04225007087431726
-0.06797740804118763, -0.038275759922023866
-0.060433432422188654, -0.03493702361833534
-0.05332558546197935, -0.030445950437451852
-0.04534492107072907, -0.026206175060596526
-0.03780066544578781, -0.02184093697238848
-0.030256409910373122, -0.01747602708871615
-0.023336106530932238, -0.014697319390341024
-0.01542902060032214, -0.010274024168464901
-0.006729248514328046, -0.005045638793539975
-0.00011284513287607156, -0.001030868076501934
0.0073224105977993115, 0.004146321583775203
0.015009023307998082, 0.008346853781024788
0.023177240038966318, 0.011907115128196144
0.03009725700899213, 0.016059835732179673
0.037641421422041466, 0.02009069102453287
0.045185521227672776, 0.02388469552250655
0.05301676072255729, 0.02901378683964012
0.060274128203568145, 0.03296610326173616
0.06781871111769233, 0.0385311834945804
0.07536318637041728, 0.04370157703759192
0.08290750465628044, 0.04829653006546164
0.09045204693695907, 0.053712648087038906
0.09799643138182934, 0.05855014003501485
0.10554134909847929, 0.06534260632715322
0.11295477000083248, 0.07039065756262541
0.12063061146544596, 0.07682667773391866
0.1282809869554032, 0.08368176411204753
0.13572060447491985, 0.0909892845720553
0.14313947127093551, 0.09821224470948964
0.15086994342356957, 0.10739693960070756
0.15844602390633017, 0.11667224471036175
0.164493407829927, 0.12495695601846157
0.17378994600744224, 0.13997637206256114
0.180390873446437, 0.15249805867453609
0.18720832461496217, 0.1668683916301506
0.19410107830864193, 0.18282754971337792
0.19892134095779324, 0.197401844307432
